title,recipe_link,img_link,ingredients,yield,nutrients,meal_type,subregion,region,total_calories,total_protein,total_fat,total_carb
Purple Yam and Coconut Mochi (Ube Bibingka),https://www.allrecipes.com/recipe/278060/purple-yam-and-coconut-mochi-ube-bibingka/,https://www.allrecipes.com/thmb/qiDgCyXq_A1c_hsmSdi1aktL85c=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7619052-c9a74dfc1e7944de816082ecebdb7ee7.jpg,"['2 banana leaves', 'cooking spray', '1.6666667461395 cups sweet rice flour (mochiko)', '1.25 cups rice flour', '0.5 teaspoon baking powder', '0.25 teaspoon salt', '1 cup water', '0.75 cup unsweetened coconut milk', '0.5 (12 ounce) jar ube yam spread', '2 teaspoons ube extract (such as McCormick®)', '0.66666668653488 cup macapuno (preserved young coconut strings)', '1 tablespoon muscovado sugar', '3 tablespoons butter, divided', '0.25 cup muscovado sugar', '2 tablespoons toasted flaked coconut']",25 servings,"{'calories': '133 kcal', 'carbohydrateContent': '25 g', 'cholesterolContent': '4 mg', 'fiberContent': '1 g', 'proteinContent': '1 g', 'saturatedFatContent': '2 g', 'sodiumContent': '47 mg', 'sugarContent': '1 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",dessert,filipino,asian,2887.49,39.32000000000001,70.75999999999999,528.9
Puto,https://www.allrecipes.com/recipe/142132/puto/,https://www.allrecipes.com/thmb/L1GkOjJyofxU9qQnQm_RHAB0-kM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1598391-dfcf36fda2564d5087ae58344dee6105.jpg,"['4 cups all-purpose flour', '2 cups white sugar', '1 tablespoon baking powder', '6 eggs', '1 (12 fluid ounce) can evaporated milk', '1.5 cups water', '2.25 cups Edam cheese, shredded']",18 servings,"{'calories': '290 kcal', 'carbohydrateContent': '46 g', 'cholesterolContent': '81 mg', 'fiberContent': '1 g', 'proteinContent': '10 g', 'saturatedFatContent': '4 g', 'sodiumContent': '265 mg', 'sugarContent': '25 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",dessert,filipino,asian,5338.0,173.22,146.7,833.2600000000001
Puttanesca I,https://www.allrecipes.com/recipe/11693/puttanesca-i/,https://www.allrecipes.com/thmb/VbqggExzSsz7yy05aa7L_vOLHUQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/7885417-85fa4002d4594372bc1d24f5f2f81a54.jpg,"['8 ounces pasta', '0.5 cup olive oil', '3 cloves garlic, minced', '2 cups chopped tomatoes, pushed through a sieve', '4 anchovy filets, rinsed and chopped', '2 tablespoons tomato paste', '3 tablespoons capers', '20 Greek olives, pitted and coarsely chopped', '0.5 teaspoon crushed red pepper flakes']",4 servings,"{'calories': '490 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '44 mg', 'fiberContent': '4 g', 'proteinContent': '9 g', 'saturatedFatContent': '5 g', 'sodiumContent': '728 mg', 'sugarContent': '3 g', 'fatContent': '34 g', 'unsaturatedFatContent': '0 g'}",main,jewish,usa,1805.53,46.28,140.28,96.82
Pwdin Mynwy (Monmouth Pudding),https://www.allrecipes.com/recipe/228461/pwdin-mynwy-monmouth-pudding/,https://www.allrecipes.com/thmb/nl2P_TlIpRL9oK3Zty0Xca6ZtKQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4555456-3a5e5a4b56164334b7115e6076182bf3.jpg,"['1.75 cups milk', '1.5 tablespoons milk', '2.25 tablespoons white sugar', '2 tablespoons butter', '1 lemon, zested', '3 cups fresh white bread crumbs', '1 teaspoon butter', '3 eggs, separated', '5 tablespoons strawberry jam', '3.5 tablespoons caster (superfine) sugar']",6 servings,"{'calories': '264 kcal', 'carbohydrateContent': '40 g', 'cholesterolContent': '111 mg', 'fiberContent': '1 g', 'proteinContent': '8 g', 'saturatedFatContent': '5 g', 'sodiumContent': '252 mg', 'sugarContent': '27 g', 'fatContent': '9 g', 'unsaturatedFatContent': '0 g'}",,uk_ireland,european,2516.79,77.67,67.29999999999998,397.89000000000004
Pâte Sucrée,https://www.allrecipes.com/recipe/8494742/pate-sucree/,https://www.allrecipes.com/thmb/ZLS62ITd3mvlv_68x8-ztcj5_Uc=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/pate-sucree-ddmfs-2x3-0323-3c2f1d8a387d47af8295854d0dfb323a.jpg,"['2 large egg yolks', '0.25 cup heavy whipping cream', '0.5 teaspoon vanilla extract', '3 cups all-purpose flour, plus more for dusting', '0.75 cup granulated sugar', '1 teaspoon kosher salt', '1 cup cold unsalted butter, cut into 1/2-inch pieces']",12 servings,"{'calories': '324 kcal', 'carbohydrateContent': '37 g', 'cholesterolContent': '82 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '11 g', 'sodiumContent': '166 mg', 'fatContent': '18 g', 'servingSize': '2 9 1/2-inch tart shells', 'unsaturatedFatContent': '0 g'}",,french,european,3979.3100000000004,57.620000000000005,223.29000000000002,439.5
Quark (Homemade Cheese),https://www.allrecipes.com/recipe/240584/quark-homemade-cheese/,https://www.allrecipes.com/thmb/zSQ11OhsHmaGHEHlALcq7NWRG-Q=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2532115-quark-homemade-cheese-Darin-R.-Molnar-4x3-1-c48576932f904d26bbb6d240282b8f16.jpg,"['2 cups milk', '0.5 cup buttermilk']",4 servings,"{'calories': '73 kcal', 'carbohydrateContent': '7 g', 'cholesterolContent': '11 mg', 'proteinContent': '5 g', 'saturatedFatContent': '2 g', 'sodiumContent': '82 mg', 'sugarContent': '7 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",,german,european,293.0,20.150000000000002,10.74,29.290000000000003
Queen Elizabeth Cake I,https://www.allrecipes.com/recipe/7666/queen-elizabeth-cake-i/,https://www.allrecipes.com/thmb/PYNFbpv-YPBnTlzVRhN98efWF9E=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6748738-9188cfefea6f4bc7811b1ea6c77aae7f.jpg,"['1 cup boiling water', '1 cup dates, pitted and chopped', '0.25 cup butter, softened', '1 cup white sugar', '1 egg', '1 teaspoon vanilla extract', '1.5 cups all-purpose flour', '1 teaspoon baking soda', '1 teaspoon baking powder', '0.5 teaspoon salt', '0.5 cup chopped walnuts', '1 cup flaked coconut', '0.66666668653488 cup packed brown sugar', '6 tablespoons butter', '0.25 cup cream']",12 servings,"{'calories': '372 kcal', 'carbohydrateContent': '54 g', 'cholesterolContent': '48 mg', 'fiberContent': '2 g', 'proteinContent': '4 g', 'saturatedFatContent': '9 g', 'sodiumContent': '340 mg', 'sugarContent': '39 g', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",,uk_ireland,european,4421.8,44.089999999999996,206.67,629.4499999999999
Queijadas,https://www.allrecipes.com/recipe/27183/queijadas/,https://www.allrecipes.com/thmb/a2MvW2ciAhKVvSZSN7xWvQNYbKI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1480-91ae298ae4f14efb801fd91c90ac98e1.jpg,"['3 eggs', '2 cups white sugar', '3 tablespoons butter', '0.75 cup all-purpose flour', '2 cups milk', '0.5 teaspoon vanilla extract']",18 servings,"{'calories': '148 kcal', 'carbohydrateContent': '28 g', 'cholesterolContent': '38 mg', 'fiberContent': '0 g', 'proteinContent': '3 g', 'saturatedFatContent': '2 g', 'sodiumContent': '37 mg', 'sugarContent': '24 g', 'fatContent': '3 g', 'unsaturatedFatContent': '0 g'}",,portugese,european,2659.24,44.980000000000004,59.39,496.26
Queso (Cheese) Dip,https://www.allrecipes.com/recipe/238849/queso-cheese-dip/,https://www.allrecipes.com/thmb/5UWftl8NNs3o-bDwQ4fiQR1rLW8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1538303-b27dfae8e9aa47f481a3cf91cc3513d1.jpg,"['2 poblano peppers, halved lengthwise and seeded', '2 Anaheim peppers, halved lengthwise and seeded', '1 fresh jalapeno pepper, halved lengthwise and seeded', '2 pounds processed cheese food (such as Velveeta ®), cut into cubes', '3 large roma (plum) tomatoes, diced', '1 large white onion, diced', '1 tablespoon butter', '2 teaspoons ground cumin', '0.25 cup heavy whipping cream']",12 servings,"{'calories': '293 kcal', 'carbohydrateContent': '10 g', 'cholesterolContent': '58 mg', 'fiberContent': '1 g', 'proteinContent': '16 g', 'saturatedFatContent': '13 g', 'sodiumContent': '744 mg', 'sugarContent': '2 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",,state_tx,usa,3429.7099999999996,170.71999999999997,249.36,133.29999999999998
Quiche (Southern Egg Pie),https://www.allrecipes.com/recipe/39799/quiche-southern-egg-pie/,https://www.allrecipes.com/thmb/WcmxBUsTtEmUPmN_0213zviALus=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/426709-60e391ea6f1944d885421cd79d61dbb8.jpg,"['1 tablespoon butter', '0.5 onion, chopped', '1 (12 ounce) package spicy ground pork sausage', '4 eggs', '0.5 cup Ranch-style salad dressing', '0.5 cup milk', '1 (8 ounce) package Cheddar cheese, shredded', '1 dash hot pepper sauce', 'salt and pepper to taste', '1 pinch white sugar', '1 (9 inch) unbaked deep dish pie crust']",6 servings,"{'calories': '718 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '213 mg', 'fiberContent': '1 g', 'proteinContent': '23 g', 'saturatedFatContent': '23 g', 'sodiumContent': '1451 mg', 'sugarContent': '4 g', 'fatContent': '61 g', 'servingSize': '1 (9 inch) quiche', 'unsaturatedFatContent': '0 g'}",main,southern,usa,4180.83,159.23,331.19,139.44
Quiche Lorraine,https://www.allrecipes.com/recipe/17515/quiche-lorraine-i/,https://www.allrecipes.com/thmb/xztmSOiHSh-ON--e3JuaH7aEFGM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/17515-quiche-lorraine-i-1x1-1-10a7998ee74e445b8802221ebe0e5de9.jpg,"['12 slices bacon', '1 cup shredded Swiss cheese', '0.33333334326744 cup minced onion', '1 (9 inch) prepared pie crust', '4 large eggs, beaten', '2 cups light cream', '0.75 teaspoon salt', '0.25 teaspoon white sugar', '0.125 teaspoon cayenne pepper']",6 servings,"{'calories': '761 kcal', 'carbohydrateContent': '19 g', 'cholesterolContent': '267 mg', 'fiberContent': '1 g', 'proteinContent': '19 g', 'saturatedFatContent': '31 g', 'sodiumContent': '1022 mg', 'sugarContent': '1 g', 'fatContent': '68 g', 'unsaturatedFatContent': '0 g'}",main,french,european,3078.7599999999998,126.27,233.35,118.46000000000001
Quick Baby Back Ribs,https://www.allrecipes.com/recipe/76057/quick-baby-back-ribs/,https://www.allrecipes.com/thmb/5wyKT0AOtbH6MBsT5rCFvR4EwJo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4857189-7225e606d98d4c3eb76b6a9c8dd40da1.jpg,"['1 cup mesquite chips, soaked', '1 (2 pound) slab baby back pork ribs', '1 teaspoon salt', '1 teaspoon freshly ground pepper', '1 teaspoon Hungarian paprika', '1 teaspoon ancho chile powder', '0.5 teaspoon ground thyme', '1 cup barbeque sauce']",4 servings,"{'calories': '465 kcal', 'carbohydrateContent': '24 g', 'cholesterolContent': '117 mg', 'fiberContent': '1 g', 'proteinContent': '24 g', 'saturatedFatContent': '11 g', 'sodiumContent': '1388 mg', 'sugarContent': '16 g', 'fatContent': '30 g', 'unsaturatedFatContent': '0 g'}",,state_co,usa,2435.82,101.31,161.2,148.54000000000002
Quick Banana Nut Cake,https://www.allrecipes.com/recipe/232881/quick-banana-nut-cake/,https://www.allrecipes.com/thmb/3RqQT9khBm7fvMmsUQjzXxWhgrQ=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3529195-daee27e17cff48eaa8ee7553135c4d8c.jpg,"['1 cup white sugar', '0.5 cup butter', '0.25 cup milk', '2 eggs, well beaten', '1 teaspoon vanilla extract', '2 cups all-purpose flour', '2 teaspoons baking powder', '1 teaspoon baking soda', '1 teaspoon cream of tartar', '1 pinch salt', '1 cup mashed bananas', '0.5 cup chopped walnuts']",12 servings,"{'calories': '273 kcal', 'carbohydrateContent': '38 g', 'cholesterolContent': '52 mg', 'fiberContent': '1 g', 'proteinContent': '4 g', 'saturatedFatContent': '6 g', 'sodiumContent': '255 mg', 'sugarContent': '20 g', 'fatContent': '12 g', 'unsaturatedFatContent': '0 g'}",,amish_mennonite,usa,3288.9199999999996,52.95,145.1,459.02000000000004
Quick Beef Stir-Fry,https://www.allrecipes.com/recipe/228823/quick-beef-stir-fry/,https://www.allrecipes.com/thmb/bfFI_4cWyxC3Kz9zb7nbhuROaVU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/165870762520220724_155204_Quick-Beef-Stir-Fry-4x3-1-92228a5a01d24d259e2dcffec28fa3c5.jpg,"['2 tablespoons vegetable oil', '1 pound beef sirloin, cut into 2-inch strips', '1.5 cups fresh broccoli florets', '1 red bell pepper, cut into matchsticks', '2 carrots, thinly sliced', '1 green onion, chopped', '1 teaspoon minced garlic', '2 tablespoons soy sauce', '2 tablespoons sesame seeds, toasted']",4 servings,"{'calories': '268 kcal', 'carbohydrateContent': '9 g', 'cholesterolContent': '49 mg', 'fiberContent': '3 g', 'proteinContent': '23 g', 'saturatedFatContent': '4 g', 'sodiumContent': '526 mg', 'sugarContent': '3 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",main,chinese,asian,1686.46,140.94000000000003,101.91999999999999,56.52
Quick Blender Carrot Cake,https://www.allrecipes.com/recipe/267992/quick-blender-carrot-cake/,https://www.allrecipes.com/thmb/cZHbCeb2Ivs20RPkQe_YkpyrDw4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5744317-3e655a65ac5d4bcdad567ab0f50ff0bc.jpg,"['2 carrots, chopped', '2 cups white sugar', '1 cup rapeseed oil', '4 eggs', '3 cups all-purpose flour', '1 tablespoon baking powder']",10 servings,"{'calories': '518 kcal', 'carbohydrateContent': '70 g', 'cholesterolContent': '74 mg', 'fiberContent': '1 g', 'proteinContent': '7 g', 'saturatedFatContent': '4 g', 'sodiumContent': '138 mg', 'sugarContent': '41 g', 'fatContent': '24 g', 'unsaturatedFatContent': '0 g'}",,south_american,latin_american,5165.63,64.56,240.87,698.9000000000001
Quick Butter Croissants,https://www.allrecipes.com/recipe/24017/quick-butter-croissants/,https://www.allrecipes.com/thmb/AO_VWLnzp3Ox5qOOAsvkIogr07Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/196896-762f7b49312b4b6aa81c578f6ec8cc23.jpg,"['1 (.25 ounce) package active dry yeast', '1 cup warm water (110 degrees F/45 degrees C)', '0.75 cup evaporated milk', '1.5 teaspoons salt', '0.33333334326744 cup white sugar', '1 egg', '5 cups all-purpose flour, divided', '0.25 cup butter, melted', '1 cup butter, chilled and diced', '1 egg, beaten']",16 servings,"{'calories': '312 kcal', 'carbohydrateContent': '35 g', 'cholesterolContent': '65 mg', 'fiberContent': '1 g', 'proteinContent': '6 g', 'saturatedFatContent': '10 g', 'sodiumContent': '343 mg', 'sugarContent': '6 g', 'fatContent': '16 g', 'unsaturatedFatContent': '0 g'}",bread,french,european,16219.78,673.0500000000001,891.48,1412.33
Quick Catfish Fillets,https://www.allrecipes.com/recipe/74868/quick-catfish-fillets/,https://www.allrecipes.com/thmb/mRmTnFULuy3YZyP4unLlsXXI86I=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/995200-9925dd6e27fa415d91efa2acdc857ddf.jpg,"['0.33333334326744 cup all-purpose flour', '1 pinch salt and pepper to taste', '4 (6 ounce) fillets catfish', '2 tablespoons olive oil', '0.25 cup oyster sauce']",4 servings,"{'calories': '299 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '84 mg', 'fiberContent': '0 g', 'proteinContent': '26 g', 'saturatedFatContent': '3 g', 'sodiumContent': '214 mg', 'fatContent': '17 g', 'unsaturatedFatContent': '0 g'}",main,state_ar,usa,1404.93,130.63,76.47,39.39
Quick Chicken Piccata,https://www.allrecipes.com/recipe/220751/quick-chicken-piccata/,https://www.allrecipes.com/thmb/De3PxiJSpYqeKxM0ksTe-DnHoXI=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/220751-QuickChickenPiccata-ddmfs-1X1-0547-753f30bbe646434ca7a8bf2d0d423164.jpg,"['4 skinless, boneless chicken breast halves', 'cayenne pepper to taste', 'salt and ground black pepper to taste', 'all-purpose flour for dredging', '2 tablespoons olive oil', '1 tablespoon capers, drained', '0.5 cup white wine', '0.25 cup fresh lemon juice', '0.25 cup water', '3 tablespoons cold unsalted butter, cut in 1/4-inch slices', '2 tablespoons chopped fresh Italian parsley']",4 servings,"{'calories': '321 kcal', 'carbohydrateContent': '8 g', 'cholesterolContent': '88 mg', 'fiberContent': '0 g', 'proteinContent': '25 g', 'saturatedFatContent': '7 g', 'sodiumContent': '224 mg', 'sugarContent': '1 g', 'fatContent': '18 g', 'unsaturatedFatContent': '0 g'}",main,italian,european,1914.17,163.23000000000005,80.42,105.57000000000001
Quick Chinese-Style Vermicelli (Rice Noodles),https://www.allrecipes.com/recipe/41761/quick-chinese-style-vermicelli-rice-noodles/,https://www.allrecipes.com/thmb/KbkpVRLeyx49i3YdoDg5B5G3zAE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/5514268-quick-chinese-style-vermicelli-rice-noodles-jrj27-4x3-1-9ee25374fba347e0bfb5ffbea8461a8e.jpg,"['1 (8 ounce) package dried rice noodles', '2 tablespoons vegetable oil', '1 clove garlic, minced', '1 tablespoon soy sauce', '0.5 tablespoon chili sauce', 'salt and pepper to taste', '1 green onion, chopped']",4 servings,"{'calories': '271 kcal', 'carbohydrateContent': '48 g', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '357 mg', 'sugarContent': '0 g', 'fatContent': '7 g', 'unsaturatedFatContent': '0 g'}",,chinese,asian,1096.2199999999998,15.57,28.610000000000003,187.56
Quick Christmas Salad,https://www.allrecipes.com/recipe/230401/quick-christmas-salad/,https://www.allrecipes.com/thmb/P85B2yfRDih2pn8MjS39SnbFUf4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/9439722-c906c0d89a464b9b8dc85f8e46303ed9.jpg,"['1.5 (16 ounce) packages mixed baby salad greens', '1.5 cups pecans', '8 ounces dried cherries', '0.25 pound Parmesan cheese, shaved', '0.5 cup balsamic vinaigrette salad dressing, or to taste']",8 servings,"{'calories': '330 kcal', 'carbohydrateContent': '25 g', 'cholesterolContent': '10 mg', 'fiberContent': '6 g', 'proteinContent': '10 g', 'saturatedFatContent': '4 g', 'sodiumContent': '441 mg', 'sugarContent': '14 g', 'fatContent': '22 g', 'unsaturatedFatContent': '0 g'}",,state_mi,usa,2912.59,65.3,186.7,271.33
Quick Cranberry Pumpkin Muffins,https://www.allrecipes.com/recipe/229779/quick-cranberry-pumpkin-muffins/,https://www.allrecipes.com/thmb/TYyPRNITE9HjjkUPsW7qy4hPdFU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1067002-73dd152705854932aee6d7f8b9811a8e.jpg,"['2 eggs, slightly beaten', '2 cups white sugar', '1 cup solid pack pumpkin', '0.5 cup corn oil', '2 tablespoons orange zest', '2.5 cups all-purpose flour', '1 tablespoon pumpkin pie spice', '1 teaspoon baking soda', '0.5 teaspoon salt', '1.5 cups cranberries, halved']",24 servings,"{'calories': '166 kcal', 'carbohydrateContent': '29 g', 'cholesterolContent': '14 mg', 'fiberContent': '1 g', 'proteinContent': '2 g', 'saturatedFatContent': '1 g', 'sodiumContent': '131 mg', 'sugarContent': '17 g', 'fatContent': '5 g', 'unsaturatedFatContent': '0 g'}",,state_ut,usa,3960.89,47.81,122.63000000000001,676.6800000000001
Quick Fish Tacos,https://www.allrecipes.com/recipe/221936/quick-fish-tacos/,https://www.allrecipes.com/thmb/n4TG8mmTusf_P6KjDHELy0oeDz8=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1017268-quick-fish-tacos-Sherri-4x3-1-3ce72bafc0444a2295e4f67048cb2dc0.jpg,"['0.25 cup reduced-fat sour cream', '2 tablespoons lime juice', 'salt and ground black pepper to taste', '1 jalapeno pepper, halved lengthwise', '2.5 cups shredded red cabbage', '4 green onions, thinly sliced', '2 tablespoons olive oil', '1 pound tilapia fillets, cut into strips', '8 (6 inch) flour tortillas', '0.5 cup chopped fresh cilantro']",4 servings,"{'calories': '416 kcal', 'carbohydrateContent': '39 g', 'cholesterolContent': '48 mg', 'fiberContent': '4 g', 'proteinContent': '30 g', 'saturatedFatContent': '4 g', 'sodiumContent': '481 mg', 'sugarContent': '4 g', 'fatContent': '15 g', 'unsaturatedFatContent': '0 g'}",,state_ca,usa,1229.8799999999999,134.32999999999998,51.239999999999995,66.95
Quick Garlic Breadsticks,https://www.allrecipes.com/recipe/154209/quick-garlic-breadsticks/,https://www.allrecipes.com/thmb/lTEIKlei5Rz7uiJrgk1o4byQxlU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/453116-addfa84d49cc43969581b07ba07bbcbb.jpg,"['2 tablespoons grated Parmesan cheese', '1 teaspoon garlic powder', '1 teaspoon dried basil, crushed', '4 hot dog buns, split', '2 tablespoons margarine, softened']",4 servings,"{'calories': '181 kcal', 'carbohydrateContent': '22 g', 'cholesterolContent': '2 mg', 'fiberContent': '1 g', 'proteinContent': '5 g', 'saturatedFatContent': '2 g', 'sodiumContent': '307 mg', 'sugarContent': '3 g', 'fatContent': '8 g', 'unsaturatedFatContent': '0 g'}",appetizer,italian,european,842.01,24.55,33.92,108.88000000000001
